BOOK_DEP_TIME,CAR_NO,DEP_LATITUDE,DEP_LONGITUDE,DEP_TIME,DEST_LATITUDE,DEST_LONGITUDE,DEST_TIME,DRIVE_MILE,DRIVE_TIME,记录数,ON_AREA,ORDER_ID,ORDER_MATCH_TIME,WAIT_MILE,WAIT_TIME
20190605081613,d36a84ea882516f09165eff343c9fe68,24.48783,118.12846,20190605082133,24.4887,118.18742,20190605085740,7.1,2160,1,350203,35196760275983,20190605203419,,
20190605084002,d57b7ec4673806fba0acb65d3f9347c4,24.50354,118.18895,20190605084507,24.53357,118.16953,20190605085134,4.4,387,1,350200,2019060512826,20190605201533,0,2
20190605082111,3ee514026a3f4f465376b6242a5684bd,24.52269,118.01204,20190605082649,24.49052,118.11824,20190605085223,12.7,26,1,350200,15705087501061,20190605221012,,4
20190605081707,2cb389a79ecc767e70aafe19862d1f4a,24.65978,118.24437,20190605082049,24.63785,118.23796,20190605083108,3.2,600,1,350213,35196760287281,20190605212935,,
20190605080041,a6d7056df3b28a9cba9c6c3f92feacf0,24.47517,118.1574,20190605081845,24.49123,118.19554,20190605084120,6.9,1320,1,350203,35196759816363,20190605212728,,
20190605084751,0d7a240d1a887ece3ac3eab10c02af1b,24.45009,118.08176,20190605085024,24.43759,118.08761,20190605090614,3.2,900,1,350203,35196761364403,20190605212838,,
20190605081658,4ff350cbc6b96739439e581583870fc3,24.54744,118.12724,20190605082220,24.53011,118.11036,20190605083321,6.5,660,1,350206,35196760362914,20190605212233,,
20190605081620,040f4a301abdf421ebe7801320dc77d9,24.50193,118.16764,20190605081453,24.48595,118.18085,20190605082913,3.4,900,1,350206,35196759751849,20190605202448,,
20190605080605,5ed92f53fbd65e3b0662f8f5251c4e79,24.44885,118.0874,20190605081435,24.46743,118.09171,20190605082241,2.1,480,1,350203,35196759881627,20190605202455,,
20190605080750,5db6e00f2e77afebf593361c44cfb8e7,24.48299,118.11757,20190605081601,24.52595,118.15781,20190605084804,7.7,1920,1,350203,35196759763993,20190605202609,,
20190605080603,5511b33ec5c48182408187ad82511bfd,24.58654,118.11716,20190605081034,24.63341,118.06479,20190605082301,8.9,720,1,350211,35196759951570,20190605202218,,
20190605082406,7229ffcc2a428762ca3aeb4f58837b02,24.50117,118.14383,20190605083313,24.48405,118.16283,20190605084909,4.5,16,1,350200,16705386101904,20190605203858,,14
20190605081419,51ef5f2472a72635260d1d11b3f71d22,24.52338,118.11517,20190605081702,24.50406,118.12829,20190605082459,3.3,480,1,350206,35196760251918,20190605220921,,
20190605080052,892713446f3bd47abef96ac7939cdf78,24.46509,118.03066,20190605080457,24.48661,118.19646,20190605090150,24.1,3360,1,350205,35196759720206,20190605212942,,
20190605084528,a8e74df42427b02c19ccc8b4c1795958,24.49692,118.15394,20190605084514,24.52744,118.18732,20190605090229,7.1,1080,1,350206,35196761125533,20190605212353,,
20190605082843,d94c310819bddf1316c5c932acf37cf3,24.4861,118.15945,20190605082714,24.49434,118.11185,20190605084736,6.2,1260,1,350206,35196760399540,20190605203703,,
20190605083747,2a9c9ff7fbc2701a95d942a936dc4c34,24.48447,118.1226,20190605084909,24.52838,118.13827,20190605091546,8.3,1560,1,350203,35196761074906,20190605203216,,
20190605082857,a7f2bde520b1c38587955c9b66c93646,24.5302,118.1561,20190605083753,24.51226,118.15025,20190605084643,3.2,480,1,350206,35196760553233,20190605203323,,
20190605075955,d3f733aaed17133847e4a807aec088da,24.60601,118.11046,20190605080141,24.58476,118.10378,20190605081316,4.1,660,1,350211,35196759655517,20190605202120,,
20190605083220,3a19951f799e93b8c82f61489b053c40,24.44207,118.08536,20190605083433,24.48838,118.18731,20190605085420,15.8,1140,1,350203,35196760909207,20190605221315,,
20190605082616,3ab19617e14e5e04aa14a784958c7704,24.49568,118.12596,20190605083816,24.50834,118.18689,20190605091226,10.6,2040,1,350203,35196760568068,20190605221321,,
20190605080131,b17f602f1ac9638b02ff3019e17e6cb1,24.52976,118.18689,20190605080412,24.46738,118.18361,20190605082054,9.5,960,1,350206,17632511399450,20190605221436,,
20190605075709,c5b114107139522e6ffe606ada0d532f,24.47596,118.09736,20190605080138,24.51819,118.12391,20190605082805,8.8,1560,1,350203,35196759550005,20190605213433,,
20190605082602,fe9e5a204a4d892cf33f94b837d1f661,24.5258,118.10461,20190605083313,24.46974,118.11046,20190605085039,7.2,1020,1,350206,35196760734994,20190605212949,,
20190605082252,ce93be554904b30c13cb2ef238504614,24.47154,118.15643,20190605082251,24.48631,118.19687,20190605084737,4.7,1500,1,350203,35196760088290,20190605213001,,
20190605082352,45dd9c2f37897f177f840f5ea28d7eea,24.49681,118.18939,20190605082945,24.50667,118.18047,20190605083539,2.1,480,1,350206,35196760637058,20190605212358,,
20190605084209,a0437ec4ace187c921139f3fd9485c7b,24.50908,118.18173,20190605084416,24.49435,118.19405,20190605085346,3.4,600,1,350206,35196760979838,20190605204037,,
20190605084930,fc97cb62f657cad76e7bcdf862bee438,24.44811,118.15567,20190605085532,24.51244,118.14321,20190605091810,8.6,1320,1,350203,35196761551802,20190605203550,,
20190605083315,2b4abad5eba00541530bb5acf248828e,24.51134,118.19507,20190605083739,24.48677,118.1943,20190605084513,3.1,480,1,350206,35196761018844,20190605203211,,
20190605083353,fcde5b3a6db618fc3459c453f7e2c394,24.46897,118.12798,20190605084410,24.46767,118.11059,20190605085542,2.5,660,1,350203,35196761096082,20190605203211,,
20190605081558,37fd72956d9f50e2bb735c4cb6cf0698,24.51504,118.11246,20190605082940,24.56483,118.04312,20190605085949,13.1,1800,1,350206,35196760174412,20190605202841,,
20190605084012,a87add0721a79f2004bb1848d15937b4,24.47934,118.16456,20190605085728,24.4305,118.11586,20190605091540,11.9,1080,1,350203,35196760966365,20190605202512,,
20190605084507,f42d57178b635597605af444447bc972,24.58821,118.1087,20190605085204,24.59823,118.10614,20190605085713,1.5,480,1,350211,35196761500923,20190605202400,,
20190605080004,7cc2a09604149644e1843270d3479977,24.46971,118.09759,20190605080546,24.451,118.08717,20190605082224,2.5,960,1,350203,35196759809126,20190605202400,,
20190605080926,b5ee9d25daac6fc1f2c34d6f6af360e1,24.47631,118.17662,20190605081623,24.48559,118.19526,20190605083318,3.1,960,1,350203,35196760091587,20190605202402,,
20190605083518,6dbe46627d242d924ecf526ea9010820,24.57697,118.09733,20190605084017,24.59792,118.11236,20190605084654,3,480,1,350211,35196761043028,20190605221931,,
20190605084240,f40424d358d0434d6a2abe9459fd704b,24.49025,118.12954,20190605085222,24.48549,118.11228,20190605085640,1.7,480,1,350203,35196761400960,20190605213702,,
20190605080758,6bd3620a3c909799db6bc57b09fb98b3,24.50933,118.14781,20190605082319,24.52839,118.18655,20190605084122,5.5,1080,1,350206,35196759937373,20190605213702,,
