BOOK_DEP_TIME,CAR_NO,DEP_LATITUDE,DEP_LONGITUDE,DEP_TIME,DEST_LATITUDE,DEST_LONGITUDE,DEST_TIME,DRIVE_MILE,DRIVE_TIME,记录数,ON_AREA,ORDER_ID,ORDER_MATCH_TIME,WAIT_MILE,WAIT_TIME
20190603080411,35e981eb33dc0e32f9aa32f3534e810b,24.58543,118.02919,20190603080948,24.58265,118.05737,20190603081727,4.1,420,1,350211,35196713832637,20190603184119,,
20190603081319,ebd88f42321fd953c47cd7d98f0601d1,24.47809,118.11657,20190603082627,24.45521,118.07582,20190603084852,6.1,1320,1,350203,35196714096177,20190603192346,,
20190603080722,81a969925455ea42a2c5ce6daa70b9f7,24.50639,118.12372,20190603081731,24.5163,118.13918,20190603082851,2.9,660,1,350206,35196714108907,20190603191756,,
20190603082840,f275535495fd0a04b38f68f4a75ee72e,24.4644,118.08779,20190603083101,24.48594,118.19426,20190603091119,13.1,2400,1,350203,35196714999576,20190603195834,,
20190603081053,61d20f911b2547bb9c8c057b914d463a,24.46084,118.11038,20190603082136,24.45037,118.0858,20190603083209,5.1,600,1,350203,35196714321162,20190603195834,,
20190603081505,4457e1203f6ce9838eda9da42366a8ef,24.62077,118.24334,20190603082025,24.6514,118.23459,20190603082806,4.4,420,1,350213,35196714373222,20190603195946,,
20190603082016,fc6a6a3feb1cc81db9d84bd4797f1b5b,24.51912,118.01975,20190603081917,24.5125,118.0997,20190603090847,15.1,3000,1,350205,35196714418659,20190603195730,,
20190603085337,5b7ae1c14bc5f821e9829b62bbd74493,24.50919,118.16629,20190603085510,24.52655,118.15557,20190603090858,3.1,840,1,350206,35196715344469,20190603195437,,
20190603080233,6c6447808b06203bf3039a05c5a08a1d,24.64351,118.16012,20190603080626,24.65233,118.17887,20190603081107,2.7,240,1,350212,35196713700971,20190603195615,,
20190603081942,516b0d4518e7bddd07ce0f8920d95e8a,24.46558,118.08743,20190603082135,24.47841,118.0914,20190603082925,1.8,420,1,350203,35196714696646,20190603194947,,
20190603082420,4080bf0d8839906eb9832b8e4226da45,24.51495,118.11537,20190603083244,24.52484,117.88336,20190603091611,29.8,2580,1,350206,35196714752214,20190603195046,,
20190603082050,2bb25bc53d2f62d079ec9e4d9b31feee,24.59149,118.02337,20190603082109,24.61173,118.04856,20190603083113,6.2,660,1,350211,35196714425586,20190603194436,,
20190603075907,b17f602f1ac9638b02ff3019e17e6cb1,24.48673,118.09646,20190603080615,24.4726,118.10336,20190603081457,3.2,480,1,350203,35196713842563,20190603194602,,
20190603080257,663ca311a5a0ea779a7ec31f274f17ca,24.50745,118.18597,20190603080754,24.48239,118.18609,20190603081331,3.3,300,1,350206,35196713715125,20190603194604,,
20190603085321,76443a155d48ff251e94a893ba4af7c9,24.46084,118.07944,20190603085717,24.50871,118.10398,20190603091209,6.8,840,1,350203,35196715808934,20190603191857,,
20190603082940,e06380c7bd5b5bb01d601596c150553e,24.52585,118.1048,20190603083506,24.52772,118.18831,20190603085839,11.6,1380,1,350206,35196715011207,20190603173735,,
20190603082915,f0df7f5e196cb30782e5956acaa28cbe,24.46909,118.10683,20190603083631,24.52593,118.18888,20190603091709,12.9,2400,1,350203,35196715006359,20190603173455,,
20190603080811,3afd95e7d174782b7351efcf39521089,24.49888,118.0397,20190603081816,24.51859,117.9969,20190603083950,8.8,1260,1,350205,35196714027747,20190603190905,,
20190603082000,8a21651e492fccc708b875735e883fce,24.46295,118.16167,20190603082341,24.48419,118.19621,20190603084854,7.2,1500,1,350203,35196705860706,20190603190456,,
20190603082202,b30cfd5792d0febf78477ec95a5963b6,24.50254,118.13072,20190603083803,24.5137,118.10758,20190603085010,3.3,720,1,350206,35196714464935,20190603191515,,
20190603075510,e1c82c12323b160911d9239d7bbd6e31,24.48816,118.09045,20190603080538,24.5129,118.14677,20190603083036,8.8,1498,1,350200,20190602135632,20190603190305,0,4
20190603082525,44f0fd8f3c60c693a3a381b2f101b2fc,24.52912,118.11366,20190603083400,24.53363,118.10975,20190603083614,0.8,120,1,350206,35196714611711,20190603192013,,
20190603081039,b9f719f265a2ad41d0bd038470de06f4,24.49135,118.12103,20190603081823,24.46683,118.11726,20190603083156,4.3,780,1,350203,35196714149762,20190603193408,,
20190603075131,4e61b2a326e93c4516688d9667639dcd,24.49715,118.12421,20190603080114,24.46582,118.07376,20190603083129,8.4,30,1,350200,13360183401354,20190603174214,,27
20190603075643,0238282ee529b8247b09d7827ec015f2,24.6013,118.12714,20190603080157,24.59103,117.97637,20190603082553,21.7,1380,1,350211,35196713815746,20190603173851,,
20190603080649,bc0cd1cff2781fdd02b0fb81eeee8593,24.45097,118.08414,20190603081237,24.43759,118.08761,20190603082331,4,600,1,350203,35196714034029,20190603173854,,
20190603080113,366e05e5ed6c4788559d9eee949232c1,24.58849,118.02694,20190603080751,24.59371,118.06016,20190603082015,4.8,720,1,350211,35196713677319,20190603190826,,
20190603080318,7a186ff747fa2433796ecc9c515b0729,24.49677,118.11114,20190603081725,24.4877,118.11089,20190603082436,1.8,420,1,350203,35196713895071,20190603190923,,
20190603081413,631b66ee2ae995042a30acc4a6486ddc,24.49515,118.15201,20190603081612,24.48557,118.19732,20190603084102,8.1,1500,1,350206,35196713988020,20190603190117,,
20190603082249,50077fe5a729f4540dc6330c0b9e53b1,24.47579,118.17813,20190603082917,24.512,118.18788,20190603084341,6.7,840,1,350203,35196714663814,20190603190240,,
20190603075404,4e8877694d5ecb2b42a1e39e74f7658e,24.50204,118.18627,20190603080114,24.4926,118.19429,20190603080859,3,420,1,350206,35196713485737,20190603185821,,
20190603082410,37b3253c715bbd3f5285111e4c1852cb,24.66143,118.25332,20190603082603,24.64631,118.25745,20190603083133,2.4,300,1,350213,35196714679919,20190603185824,,
20190603080854,d40e26668983fc5ac7afeea9439a671c,24.47739,118.16682,20190603080857,24.47341,118.18062,20190603081727,1.9,540,1,350203,35196713725809,20190603192358,,
20190603083602,b79be26650b3ecd95f7fc86ffe0ab5d5,24.47668,118.16455,20190603083511,24.50849,118.18703,20190603085903,6.1,1440,1,350203,35196714825771,20190603193654,,
20190603083154,d2c2a46e08e46fa32a2fa3534a972405,24.46437,118.16215,20190603083206,24.4742,118.18775,20190603084546,4,840,1,350203,35196714635499,20190603191823,,
20190603084420,07125b031f8a8248113c16d7c140eb02,24.49826,118.08764,20190603084605,24.49375,118.112,20190603085720,4,660,1,350206,35196715517687,20190603171955,,
20190603080724,af453af36851d6b42c57a32575d50906,24.71576,118.15187,20190603081002,24.72439,118.13854,20190603081801,2.3,420,1,350212,35196714056285,20190603174030,,
