BOOK_DEP_TIME,CAR_NO,DEP_LATITUDE,DEP_LONGITUDE,DEP_TIME,DEST_LATITUDE,DEST_LONGITUDE,DEST_TIME,DRIVE_MILE,DRIVE_TIME,记录数,ON_AREA,ORDER_ID,ORDER_MATCH_TIME,WAIT_MILE,WAIT_TIME
20200620084157,e9e806ddcecb71c3855610884d308371,24.668653,118.251773,20200620085031,24.655288,118.2551,20200620085859,3.2,480,1,350213,35214692918130,20200620090357,,
20200620083903,734a2a7ff4ae283c266e223c8daec011,24.496721,118.132781,20200620084324,24.434895,118.141042,20200620090358,11.6,1200,1,350206,35214692844241,20200620090402,,
20200620083803,b7b9eb168a05f09bcd03f365312d470c,24.58594,118.04136,20200620084138,24.504154,118.135201,20200620090408,16.9,1320,1,350211,35214692788431,20200620090413,,
20200620081038,2b00330f2b9b33c75df99ec522401acd,24.5678,118.074921,20200620081926,24.559395,118.060752,20200620082312,2.5,180,1,350211,35214691313821,20200620090425,,
20200620085202,f24a603b7322e3ec423d3073c91825f1,24.459062,118.106482,20200620085351,24.441392,118.097462,20200620090422,3.7,660,1,350203,35214693111122,20200620090427,,
20200620084403,f75573020ce61b5a88c1f70d0562e2ad,24.597356,118.024906,20200620084921,24.575653,118.057212,20200620090418,5,840,1,350211,35214693130790,20200620090424,,
20200620084656,798561f83e58d7bd880e1d1d8d21bd72,24.721473,118.13581,20200620085032,24.708254,118.145511,20200620085906,3.02,540,1,350212,35214693302502,20200620090435,,
20200620084955,ce32acd48231ec8fbda7a35be28c3767,24.526897,118.13844,20200620085237,24.495224,118.115681,20200620090429,7.7,660,1,350206,35214693359953,20200620090433,,
20200620083934,cba67542d96a49f6ce5f2d3318e3f87a,24.495522,118.128646,20200620084615,24.522571,118.164004,20200620085932,7.66,780,1,350200,63798231913919,20200620090440,,2
20200620085439,b1c74ffdf6dec18c1edac20ba63b92a2,24.57707,118.101141,20200620085519,24.585182,118.05578,20200620090353,6.5,480,1,350211,35214693761080,20200620090435,,
20200620084205,450d28371746fd5455eada94db1b49e5,24.518508,118.15378,20200620084403,24.485722,118.099418,20200620090445,8.73,1200,1,350206,35214692896969,20200620090448,,
20200620085008,6b7c6d4f0e622cae9f4df6e3f8f6d097,24.72346,118.145822,20200620085549,24.70598,118.12401,20200620090407,3.8,480,1,350212,35214693401813,20200620090436,,
20200620084048,615bbe1eaa552943b950defc65225340,24.601443,117.991154,20200620084422,24.594444,118.05945,20200620090446,11.6,1200,1,350211,35214692942681,20200620090451,,
20200620085305,7507e4da9ff957ff77f9be887b90cbaa,24.563563,118.33772,20200620085840,24.555864,118.38596,20200620090412,0.9,300,1,350213,35214693669723,20200620090446,,
20200620081955,85228e30db28562af720ebf0111921c5,24.614638,118.060311,20200620084252,24.499975,118.125252,20200620090342,17.4,1200,1,350211,35214691793378,20200620090430,,
20200620084454,6b64eff4dd70dd7d3e74647433305cca,24.467754,118.093417,20200620084622,24.504174,118.117213,20200620090452,6.56,1140,1,350203,35214693180968,20200620090455,,
20200620084735,cce8477b4e1bd241913e80462a41cff5,24.456044,118.03776,20200620085307,24.495566,118.048593,20200620090416,5.7,660,1,350205,35214693220184,20200620090444,,
20200620084611,1bc8748c73c37a302ce90e445beaba1d,24.51402,118.159803,20200620085059,24.495326,118.128049,20200620090443,5.7,780,1,350206,35214693256957,20200620090445,,
20200620083322,7431d202553f49e8386d662e53763ad1,24.505134,118.119593,20200620084009,24.459796,118.081872,20200620085602,8.62,960,1,350206,35214692525355,20200620090408,,
20200620085406,c113500c2a8b2f8f1a4130fc056d1e66,24.520075,117.99808,20200620085741,24.51733,117.98162,20200620090409,2.5,360,1,350205,35214693728221,20200620090411,,
20200620085506,254cb29312663958c4a72b393c683356,24.602286,118.12061,20200620085930,24.600222,118.108311,20200620090313,1.7,180,1,350211,35214693788700,20200620090418,,
20200620084904,41e778079197a945e18bfe9ece202a36,24.50485,118.10867,20200620085407,24.493514,118.11366,20200620085848,2.7,240,1,350206,35214693427666,20200620090414,,
20200620084950,cca72cb51bb0b3718e7af970b2f1b51d,24.509677,118.164084,20200620085420,24.520622,118.163637,20200620085955,1.64,360,1,350200,62799432701994,20200620090432,,164
20200620085717,120a16e6ff901414c9eceb5a352f18f6,24.465887,118.034142,20200620085939,24.472045,118.023679,20200620090422,1.6,240,1,350205,35214693824391,20200620090426,,
20200620084555,778d44820df7e86c221de60d5357b608,24.460376,118.103127,20200620085203,24.470001,118.09515,20200620085936,2.15,480,1,350200,66798434501036,20200620090443,,10
20200620084509,031439780d73d71f9e3fde9565ae5e26,24.485401,118.130211,20200620084953,24.488477,118.095981,20200620090428,4.7,840,1,350203,35214693104803,20200620090433,,
