BOOK_DEP_TIME,CAR_NO,DEP_LATITUDE,DEP_LONGITUDE,DEP_TIME,DEST_LATITUDE,DEST_LONGITUDE,DEST_TIME,DRIVE_MILE,DRIVE_TIME,记录数,ON_AREA,ORDER_ID,ORDER_MATCH_TIME,WAIT_MILE,WAIT_TIME
20200621084445,5ee1693f53df0acbbfb1e3743104f334,24.599778,118.242,20200621084638,24.611203,118.13471,20200621090548,17.4,1140,1,350213,35214751764510,20200621090552,,
20200621085531,f4e5b0e3636883c2ded9b421501ec3f5,24.671795,118.206601,20200621085633,24.643133,118.24155,20200621090551,6.7,540,1,350213,35214752566391,20200621090553,,
20200621081802,b3d52b63f0a5c683f8669d4b26b47280,24.682813,118.134313,20200621082219,24.49401,117.996464,20200621090536,36,2580,1,350212,35214750786840,20200621090538,,
20200621085306,d7a6cbf6e1f35bd9c3ef63b45065e72f,24.467643,118.106663,20200621085544,24.489244,118.12925,20200621090526,4.1,540,1,350203,35214752473920,20200621090529,,
20200621084429,8d40444e1e6b7bf13b6439136fab8eac,24.455219,118.084327,20200621085127,24.442971,118.090324,20200621090049,2.39,540,1,350200,67082165513561,20200621090600,,5
20200621084231,7917cdae50a25f4c806b82dcbe1557fe,24.483064,118.13949,20200621084325,24.473947,118.167344,20200621085706,5.13,840,1,350203,35214751745493,20200621085708,,
20200621083007,ef97096cdce3642bb64a05cab73e40a0,24.488384,118.051584,20200621083840,24.462254,118.079982,20200621085647,10,1080,1,350205,35214751337297,20200621085650,,
20200621084601,8d739c5cb2d339cbaffd574ce04a4a69,24.46042,118.10106,20200621084751,24.467389,118.113262,20200621085217,1.83,240,1,350200,68082169901903,20200621085722,,12
20200621080521,a8447c4886fe842d3398c51d206512ba,24.66196,118.24275,20200621081959,24.579434,118.100113,20200621085657,26.18,2220,1,350213,35214743695393,20200621085700,,
20200621081605,6ae0733fcd231bc496be1cbcc617cc73,24.55799,118.034904,20200621082300,24.550713,118.03975,20200621082721,1.48,300,1,350211,35214750822863,20200621085649,,
20200621084936,aa7ccd63edfb92b186224e48c8b4737f,24.51551,118.11066,20200621085142,24.53968,118.116833,20200621085712,3.7,300,1,350206,35214752390457,20200621085716,,
20200621084136,20914f7482f3e9842f63988b414843b9,24.626542,118.146589,20200621084648,24.678561,118.140502,20200621085619,7.9,540,1,350212,35214751995307,20200621085657,,
20200621084353,7b826ee1a9499aee5ca8147a4a2844e9,24.496609,118.146066,20200621084922,24.507104,118.184191,20200621085522,4.89,360,1,350200,69084062102000,20200621085725,,151
20200621084339,5ee9d69896f91a39a96f3bf49e8cccb3,24.471968,118.105842,20200621084655,24.485459,118.10207,20200621085252,2.37,360,1,350200,61085065601195,20200621085730,,50
20200621080704,3fb71b87c61c0acc5240c6f046c217c7,24.602398,118.120442,20200621080933,24.634611,118.15179,20200621081659,6.33,480,1,350211,35214750445109,20200621225800,,
20200621084734,a201e6f739df81a2a89d60bc7e183c8b,24.53161,118.160281,20200621084841,24.4848,118.196842,20200621090053,8.5,780,1,350206,35214751957991,20200621202718,,
20200621083744,f5a248a7c375dd3b233e68366e3484c6,24.492894,118.053772,20200621083711,24.510803,118.10788,20200621085654,9.93,1200,1,350205,35214751418293,20200621090728,,
20200621084451,dab03061274d07258433960a52571580,24.598372,118.11547,20200621084659,24.506912,118.184908,20200621090753,16.04,1260,1,350211,35214751884791,20200621090755,,
20200621085148,6d07cceb10366b3701b7ef7e540ee80e,24.539727,118.117934,20200621085229,24.56385,118.041473,20200621090732,10.37,900,1,350206,35214752408186,20200621090737,,
20200621084714,339f409443e584aa4474b16062fb1735,24.491323,118.13229,20200621084829,24.460036,118.078932,20200621090724,8.61,1140,1,350203,35214751920611,20200621090755,,
20200621083154,d553e39a3190f8717924466b40d6cc4a,24.540509,118.16544,20200621084215,24.454555,118.07288,20200621090730,20.7,1500,1,350206,35214751540005,20200621090734,,
20200621084807,b36631cf153561473ba60b00ff182b3e,24.528292,118.169891,20200621085019,24.471885,118.112129,20200621090729,12.26,1020,1,350206,35214752195927,20200621090732,,
