BOOK_DEP_TIME,CAR_NO,DEP_LATITUDE,DEP_LONGITUDE,DEP_TIME,DEST_LATITUDE,DEST_LONGITUDE,DEST_TIME,DRIVE_MILE,DRIVE_TIME,记录数,ON_AREA,ORDER_ID,ORDER_MATCH_TIME,WAIT_MILE,WAIT_TIME
20190609084931,6d8c950e2b19360e23d682f53e68d1b7,24.46454,118.09807,20190609085148,24.73081,118.15853,20190609094328,38,3060,1,350203,35196868946006,20190609094331,,
20190609084904,460ab9426f056598d5d4ad567c320059,24.6295,118.24811,20190609085459,24.6353,118.07467,20190609092211,21.2,1620,1,350213,35196868943060,20190609094953,,
20190609084034,1484619c462da2de58e405d337e2504e,24.49415,118.03212,20190609084201,24.53364,118.00976,20190609085341,7.3,660,1,350205,35196868775573,20190609095128,,
20190609084000,dfb6a7dd0f3b4fe036a9c3d13aeca541,24.50136,118.12831,20190609083656,24.53405,118.13189,20190609085619,9.3,1140,1,350206,35196862571296,20190609095843,,
20190609084244,baba8e800910961a9b2d33cfff3ec5ec,24.49909,118.12775,20190609084625,24.5082,118.14227,20190609085148,2.1,480,1,350206,35196868831373,20190609095844,,
20190609082135,9d90b32b10a36cafac533f3f72e77008,24.4602,118.10224,20190609082536,24.47647,118.10864,20190609083320,2.9,480,1,350203,35196868402900,20190609095856,,
20190609083907,26d80e16813e53b106f5ed1bd41e40df,24.55317,118.12558,20190609084201,24.48436,118.10765,20190609090345,13.3,1260,1,350206,35196868777874,20190609095854,,
20190609084118,3c9ac37e4abab1dcdc61282245bf943e,24.42604,118.12765,20190609085109,24.45379,118.09419,20190609090448,6.5,780,1,350203,35196868989458,20190609114214,,
20190609081501,b95748d590cbf06af96251827ad37f26,24.46173,118.09217,20190609082005,24.52593,118.18888,20190609084256,16.2,1320,1,350203,35196868108209,20190609114215,,
20190609080507,80b1238a58a2c1c7649e9fb769b69acf,24.60717,118.24643,20190609080821,24.74752,118.1603,20190609084025,22.6,1920,1,350213,35196868294363,20190609114556,,
20190609083722,8dd86231b586663437731b1040525fe3,24.57824,118.09753,20190609084048,24.47075,118.11364,20190609090543,17.3,1440,1,350211,35196868612073,20190609120036,,
20190609081106,05fe1f29214d8dc2a3caa9c18ff17860,24.45547,118.04087,20190609081418,24.46708,118.11657,20190609083940,16.2,1500,1,350205,35196868162199,20190609124008,,
20190609083703,05995ad30cd613c2b60de61a2c485a85,24.56606,118.05514,20190609083933,24.59234,118.06543,20190609085032,5.6,600,1,350211,35196868763500,20190609123105,,
20190609082527,ca0d2fc192d9c7908b207bb2b4bb9267,24.63511,118.20908,20190609082751,24.64472,118.23138,20190609083527,3.8,480,1,350213,35196868616970,20190609123228,,
20190609083006,8d6e703468509c6bdf70b593d03b1c83,24.461,118.10388,20190609083947,24.47841,118.11289,20190609084855,3.2,548,1,350200,201906091551,20190609123139,0,161
20190609081827,be029f83e946e59b926adab4934840dd,24.50258,118.13078,20190609082303,24.53645,118.14276,20190609083821,6.8,900,1,350206,35196868376674,20190609124023,,
20190609084757,8f5a1d37837b69e2e57589cdd49fc4e8,24.50524,118.15639,20190609085133,24.53193,118.165,20190609090233,4.3,660,1,350206,35196868936647,20190609123548,,
20190609081319,c1362b24264963eb28daa4ffe6ab2459,24.48825,118.11626,20190609081814,24.50465,118.10088,20190609082625,4,480,1,350203,35196868344700,20190609124831,,
20190609084448,0f5722a412ae19e2c0ea31c388c5ef96,24.48334,118.17147,20190609085010,24.48924,118.18286,20190609085707,1.9,480,1,350203,35196868915294,20190609124728,,
20190609084950,b9206fd063bf50e3e9f4c6a1faf8dcd0,24.44137,118.08894,20190609085307,24.45388,118.09419,20190609090143,2.4,480,1,350203,35196868857776,20190609123305,,
20190609080646,063e4dfdc7beb959c23bab62de92eb5b,24.54349,118.14859,20190609080639,24.52296,118.18463,20190609080646,6.7,784,1,350200,20190609000099,20190609120640,0,
20190609080646,063e4dfdc7beb959c23bab62de92eb5b,24.54349,118.14859,20190609080639,24.52296,118.18463,20190609080646,6.7,784,1,350200,20190609000099,20190609120640,0,
20190609075946,049828005e2f9342a3dea82aa710efb4,24.46861,118.11059,20190609080141,24.47359,118.14513,20190609081124,4.8,540,1,350203,35196868094744,20190609123132,,
20190609075917,4ff3197d38b0b1040304c6ec85dfdc85,24.4698,118.09037,20190609080110,24.48004,118.12152,20190609081130,4,600,1,350203,35196868004791,20190609081207,,
20190609080346,c49d5615522ee996be6c6e47d1821e8a,24.5142,118.09914,20190609080729,24.52509,118.11614,20190609081208,2.6,480,1,350206,35196868026524,20190609081211,,
20190609080314,e2d5f745b3402da7a51aa3605b38e2b4,24.5877,118.12131,20190609080554,24.58436,118.10413,20190609081205,2.7,480,1,350211,35196868072309,20190609081207,,
20190609075940,f5a552dde247e3f0cfda1ed5919b59d7,24.57329,118.10313,20190609080216,24.59961,118.10398,20190609081200,3.5,540,1,350211,35196868192694,20190609081208,,
20190609080049,b9f897b9b2186e172738c9e0fd8b6496,24.46127,118.11196,20190609080340,24.47126,118.09825,20190609081201,4.1,480,1,350203,35196868100636,20190609081215,,
20190609075914,74c0d644b48d46edaf7efeedbe9da5af,24.4803,118.03104,20190609080205,24.49677,117.99426,20190609081156,6.4,540,1,350205,35196868190235,20190609081216,,
20190609080213,d94e777b94c39d54f8d36eca1e391ab1,24.6229,118.23959,20190609080519,24.64171,118.21665,20190609081136,4.4,480,1,350213,35196868108626,20190609081215,,
20190609075925,d893c500212d9c652816cfd9f96f20af,24.6696,118.14536,20190609080115,24.70583,118.1472,20190609080740,4.7,480,1,350212,35196868006929,20190609080744,,
20190609080304,7a3cf0f8d38ee337ac0d8919938b7380,24.63349,118.22113,20190609080428,24.64289,118.21894,20190609080744,1.9,480,1,350213,35196868069505,20190609080746,,
20190609075805,335ef2d37dfe99526d323cae7116cfd5,24.48669,118.09363,20190609080112,24.47104,118.09926,20190609080459,1.9,4,1,350200,18069296801763,20190609081000,,1
20190609075906,431ef8fddfa4212ec3c5f8af53ccf925,24.66644,118.24982,20190609080035,24.66899,118.2917,20190609080746,4.7,480,1,350213,35196868189530,20190609080748,,
20190609075728,34819f8a0f6f401b66c3e30d2cf4389a,24.46878,118.10694,20190609080029,24.45982,118.09391,20190609080742,2.6,480,1,350203,35196867963071,20190609080749,,
20190609075935,21718bb0942ff05e7ffe9abcbf603e37,24.49219,118.15243,20190609080245,24.49925,118.14132,20190609080747,1.9,480,1,350206,35196868009605,20190609080749,,
20190609080043,0f5722a412ae19e2c0ea31c388c5ef96,24.48938,118.09821,20190609080228,24.49461,118.11621,20190609080745,2.4,480,1,350203,35196868198484,20190609080750,,
20190609075508,3db7e32f139c3c99ec2c875d5f9da94d,24.49121,118.19738,20190609080029,24.5299,118.18684,20190609080752,6.1,480,1,350203,35196867926953,20190609080755,,
20190609080234,216bbc18c0ad0d0c6f3bd507dac1c3d7,24.46213,118.10732,20190609080559,24.46617,118.11641,20190609080956,1.6,480,1,350203,35196868110799,20190609081003,,
20190609075540,4c75c3824dc45f202d9d7f2c51e0ae4d,24.50069,118.04256,20190609080143,24.49155,118.10785,20190609081011,7,480,1,350205,35196867840171,20190609081016,,
20190609075756,82d967b37e19896ff7c2ec1683101e4d,24.70483,118.11412,20190609080118,24.70583,118.1472,20190609080928,3.9,480,1,350212,35196867993576,20190609081010,,
20190609080206,5e386472a263c2e4a24b7f36974acd7e,24.61805,118.0807,20190609080043,24.62604,118.06594,20190609080256,3,480,1,350211,35196868017957,20190609080321,,
20190609084413,c8dae1868b85ffb5da3c678ddd40149c,24.57575,118.10093,20190609084732,24.47315,118.11164,20190609091422,17.2,1560,1,350211,35196868861065,20190609101513,,
20190609082935,ffd8c280b445d34b58a876e7caf5091f,24.71178,118.12844,20190609083553,24.73453,118.14962,20190609084856,4.2,780,1,350212,35196868453795,20190609100504,,
20190609084752,9a1d71c257960509e725239366494fb9,24.49441,118.0467,20190609085006,24.50641,118.01892,20190609090830,8.8,1080,1,350205,35196868844954,20190609100632,,
20190609083218,d18b2cfdb258fe65de6579bc52498a0c,24.53293,118.16061,20190609083435,24.51495,118.11754,20190609085048,7.6,960,1,350206,35196868660070,20190609100213,,
20190609090600,c9f6fa684437131e4e674cef099559b3,24.50821,118.18616,20190609080656,24.54521,118.14965,20190609090600,46.7,5142,1,350200,20190609000074,20190609100657,0,
20190609090600,c9f6fa684437131e4e674cef099559b3,24.50821,118.18616,20190609080656,24.54521,118.14965,20190609090600,46.7,5142,1,350200,20190609000074,20190609100657,0,
20190609075713,8790f498dcc919447399ab7abbae6446,24.5709,118.05533,20190609080026,24.60889,117.989,20190609081005,8.5,579,1,350200,,20190609102006,,0
20190609084529,0b7972d996da6d0024fae9e9e7bb1233,24.50925,118.14674,20190609084935,24.44019,118.0917,20190609090729,12.2,1020,1,350206,35196868888593,20190609101456,,
20190609081618,5d38dbcbf8c6aa45b6ab8e80229e169d,24.48904,118.1297,20190609082128,24.48945,118.10978,20190609082900,2.4,480,1,350203,35196868205993,20190609101649,,
20190609082419,a48c0a26630d3cde68f21d422e3f6dfe,24.51291,118.16157,20190609082606,24.50559,118.17918,20190609083234,2.4,480,1,350206,35196868462653,20190609104243,,
20190609080500,279317c900a43b36a986a14083784e96,24.52826,118.13298,20190609081054,24.48849,118.11721,20190609082549,8.7,895,1,350200,,20190609104009,,0
20190609075800,b44f2d22747c32c1d814cd513aba1b30,24.49235,118.13365,20190609080127,24.46681,118.11722,20190609082029,13.2,1142,1,350200,,20190609104013,,0
20190609081946,b6762ebfc09430acf8d56581be53cf9d,24.4571,118.0907,20190609082400,24.43764,118.08831,20190609083335,3.5,575,1,350200,,20190609104014,0,0
20190609080900,6c03850229a96084a064f3d9f89b2e0a,24.47669,118.16458,20190609081711,24.48837,118.11718,20190609083346,6.6,995,1,350200,,20190609104014,0,0
20190609082417,e7effc4819b2739cb659ad105be6c2f7,24.48541,118.04867,20190609082813,24.47828,118.03145,20190609083305,3.2,292,1,350200,,20190609104013,0,0
20190609081700,977da03b3821db4dc13edbd48eb26710,24.46807,118.0932,20190609082519,24.46816,118.11439,20190609083258,2.9,459,1,350200,,20190609104014,0,0
20190609082807,7abf43c90e9ff895926e32528581e659,24.57441,118.10537,20190609083044,24.57869,118.11147,20190609083404,1.5,200,1,350200,,20190609104015,0,0
20190609082231,241376aadd05302c19c1e145ecb3e91e,24.5256,118.1551,20190609082808,24.50894,118.17316,20190609083441,3,393,1,350200,,20190609104016,0,0
20190609081625,756011ca04a4f8a1891caff9d4ef4d22,24.51147,118.11873,20190609082326,24.46779,118.10723,20190609083531,6.3,725,1,350200,,20190609104018,0,0
20190609080100,2a6fda0c54d3834a398e5c44f5b3ea85,24.50033,118.10425,20190609080846,24.4579,118.1153,20190609082403,6.6,917,1,350200,,20190609104018,0,0
20190609082155,1b92539d576ddde4a454bfcc8220b7f1,24.52435,118.1092,20190609082708,24.49399,118.12479,20190609083557,4.3,529,1,350200,,20190609104019,0,0
20190609081618,40fd3084eb1cfba222ee52afc9598692,24.57713,118.10038,20190609081746,24.52988,118.1869,20190609083625,14.8,1119,1,350200,,20190609104020,7,0
20190609081600,be30eb89ac7de9a0afd5feb3310aa47b,24.50449,118.18799,20190609082155,24.48307,118.13974,20190609083242,6.8,647,1,350200,,20190609104019,0,0
20190609082000,920b195fc7002e8d020441b9c68d60bc,24.46155,118.11,20190609082414,24.45362,118.077,20190609083539,4.8,685,1,350200,,20190609104020,0,0
20190609082000,dda6313631f9a38dbd04da2bacedf8b6,24.56472,118.05946,20190609082523,24.56608,118.09985,20190609083641,4.9,678,1,350200,,20190609104021,0,0
20190609081406,c9e78a9191baa805aabaf8504d61f002,24.49139,118.12812,20190609082044,24.54449,118.14913,20190609083650,9.5,966,1,350200,,20190609104021,,0
20190609080700,190d619c0b9da569fc77e730ea2deb0d,24.46603,118.07395,20190609081726,24.51655,118.09346,20190609083721,10.2,1195,1,350200,,20190609104021,,0
20190609075848,a1bd23b0a3663dd6b4529e045a7ba55c,24.51484,118.15511,20190609080157,24.50379,118.15324,20190609080707,1.7,480,1,350206,35196868089380,20190609103929,,
20190609080509,8ae0e495fbe8e941db197f87ceff32b7,24.46806,118.09723,20190609081014,24.45722,118.0761,20190609082318,3.8,784,1,350200,,20190609103012,0,0
20190609080850,9adac758d2d35d3ad0741d77f448db77,24.48793,118.1304,20190609081229,24.47081,118.09834,20190609082343,4.5,674,1,350200,,20190609103013,0,0
20190609085412,dc3c8bfb62811a83af8f0f358cd98818,24.52436,118.01065,20190609085705,24.51787,118.01587,20190609090111,2.5,480,1,350205,35196868885570,20190609102812,,
20190609083553,9c5a6d83b02b000b74e0b703b8d264b3,24.43473,118.11742,20190609083952,24.45329,118.07519,20190609084940,6.1,588,1,350200,,20190609105039,0,0
20190609084855,995f0d84a0d6eed799675f5e0de06032,24.4615,118.08365,20190609085640,24.45379,118.09419,20190609090445,2.5,480,1,350203,35196869111844,20190609104400,,
20190609085623,6fd5ca8b314000b034ba987b394a366d,24.48632,118.11134,20190609085737,24.4627,118.10054,20190609091614,5.4,1080,1,350203,35196868993117,20190609104400,,
20190609085106,97e08b679a3078b9cfadd21fd83bace4,24.4907,118.04517,20190609085730,24.49974,118.12546,20190609091043,9.3,780,1,350205,35196869125975,20190609104537,,
20190609084136,f920f8e73c6e88bb59ec38c1d713a545,24.58269,118.05736,20190609084700,24.58723,118.0383,20190609085419,3.4,480,1,350211,35196868801950,20190609104538,,
20190609082444,619aaee1cb3b22594658e90c0ad95008,24.50667,118.1351,20190609082918,24.46912,118.17839,20190609084258,9.1,780,1,350206,35196868470213,20190609110126,,
20190609085323,f89a70d00b11d9828c97758d272f6ece,24.49287,118.12489,20190609085612,24.45906,118.10721,20190609091018,5.5,14,1,350200,15071098901053,20190609110508,,29
